,image_name clothes_type pose_type x_1 y_1 x_2 y_2,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
35,img/WOMEN/Tees_Tanks/id_00000007/01_3_back.jpg,1,3,72,40,168,220
36,img/WOMEN/Tees_Tanks/id_00000007/01_4_full.jpg,1,4,103,33,152,118
37,img/WOMEN/Tees_Tanks/id_00000007/01_6_flat.jpg,1,6,52,14,210,237
38,img/WOMEN/Dresses/id_00000008/02_3_back.jpg,3,3,73,42,186,243
39,img/WOMEN/Dresses/id_00000008/02_7_additional.jpg,3,5,88,40,154,157
40,img/WOMEN/Dresses/id_00000009/02_1_front.jpg,3,1,73,40,204,250
41,img/WOMEN/Dresses/id_00000009/02_2_side.jpg,3,2,86,49,175,244
42,img/WOMEN/Dresses/id_00000009/02_3_back.jpg,3,3,62,35,194,250
43,img/WOMEN/Dresses/id_00000009/02_4_full.jpg,3,4,78,32,164,159
44,img/WOMEN/Dresses/id_00000009/02_7_additional.jpg,3,5,1,1,256,256
45,img/WOMEN/Cardigans/id_00000010/01_1_front.jpg,1,1,53,46,183,250
46,img/WOMEN/Cardigans/id_00000010/01_2_side.jpg,1,2,58,43,186,249
47,img/WOMEN/Cardigans/id_00000010/01_4_full.jpg,1,4,84,38,164,158
48,img/WOMEN/Cardigans/id_00000010/01_7_additional.jpg,1,5,97,33,205,243
49,img/WOMEN/Cardigans/id_00000010/02_1_front.jpg,1,1,68,47,199,253
50,img/WOMEN/Cardigans/id_00000010/02_2_side.jpg,1,2,77,42,197,256
51,img/WOMEN/Cardigans/id_00000010/02_7_additional.jpg,1,5,113,36,191,256
52,img/WOMEN/Dresses/id_00000011/02_1_front.jpg,3,1,91,33,150,226
53,img/WOMEN/Dresses/id_00000011/02_2_side.jpg,3,2,93,35,164,228
54,img/WOMEN/Dresses/id_00000011/02_3_back.jpg,3,3,83,26,161,233
55,img/WOMEN/Tees_Tanks/id_00000012/02_1_front.jpg,1,1,83,59,174,157
56,img/WOMEN/Tees_Tanks/id_00000012/02_2_side.jpg,1,2,77,56,141,161
57,img/WOMEN/Tees_Tanks/id_00000012/02_3_back.jpg,1,3,65,45,174,174
58,img/WOMEN/Tees_Tanks/id_00000012/02_7_additional.jpg,1,5,1,1,256,256
59,img/WOMEN/Jackets_Coats/id_00000013/03_1_front.jpg,1,1,67,50,194,232
60,img/WOMEN/Jackets_Coats/id_00000013/03_2_side.jpg,1,2,91,47,173,232
61,img/WOMEN/Jackets_Coats/id_00000013/03_3_back.jpg,1,3,64,55,192,222
62,img/WOMEN/Jackets_Coats/id_00000013/03_4_full.jpg,1,4,98,37,178,145
63,img/WOMEN/Jackets_Coats/id_00000013/03_7_additional.jpg,1,5,1,45,256,256
64,img/WOMEN/Jackets_Coats/id_00000013/05_1_front.jpg,1,1,59,50,187,228
65,img/WOMEN/Jackets_Coats/id_00000013/05_2_side.jpg,1,2,114,54,133,226
66,img/WOMEN/Jackets_Coats/id_00000013/05_4_full.jpg,1,4,92,36,172,145
67,img/WOMEN/Jackets_Coats/id_00000013/05_7_additional.jpg,1,5,73,43,176,220
68,img/WOMEN/Sweaters/id_00000014/01_1_front.jpg,1,1,44,38,208,184
69,img/WOMEN/Sweaters/id_00000014/01_2_side.jpg,1,2,65,22,175,219
70,img/WOMEN/Sweaters/id_00000014/01_3_back.jpg,1,3,50,57,199,222
71,img/WOMEN/Sweaters/id_00000014/01_4_full.jpg,1,4,103,41,145,119
72,img/WOMEN/Blouses_Shirts/id_00000015/02_1_front.jpg,1,1,70,57,215,187
73,img/WOMEN/Blouses_Shirts/id_00000015/02_2_side.jpg,1,2,102,51,131,173
74,img/WOMEN/Blouses_Shirts/id_00000015/02_3_back.jpg,1,3,51,49,200,191
75,img/WOMEN/Blouses_Shirts/id_00000015/02_4_full.jpg,1,4,105,36,167,106
76,img/WOMEN/Blouses_Shirts/id_00000015/02_7_additional.jpg,1,5,15,26,221,249
77,img/MEN/Sweaters/id_00000016/01_1_front.jpg,1,1,22,46,190,252
78,img/MEN/Sweaters/id_00000016/01_2_side.jpg,1,2,123,45,151,240
79,img/MEN/Sweaters/id_00000016/01_3_back.jpg,1,3,62,34,235,239
80,img/MEN/Sweaters/id_00000016/01_6_flat.jpg,1,6,26,41,235,209
81,img/MEN/Sweaters/id_00000016/01_7_additional.jpg,1,5,1,17,256,256
82,img/WOMEN/Tees_Tanks/id_00000017/01_1_front.jpg,1,1,71,59,193,209
83,img/WOMEN/Tees_Tanks/id_00000017/01_2_side.jpg,1,2,86,4,153,239
84,img/WOMEN/Tees_Tanks/id_00000017/01_3_back.jpg,1,3,49,55,180,237
85,img/WOMEN/Tees_Tanks/id_00000017/01_4_full.jpg,1,4,95,37,160,133
86,img/WOMEN/Tees_Tanks/id_00000017/02_1_front.jpg,1,1,71,41,193,209
87,img/WOMEN/Tees_Tanks/id_00000017/02_2_side.jpg,1,2,69,47,163,227
88,img/WOMEN/Tees_Tanks/id_00000017/02_3_back.jpg,1,3,57,33,224,252
89,img/WOMEN/Tees_Tanks/id_00000017/02_4_full.jpg,1,4,85,34,143,132
90,img/WOMEN/Sweaters/id_00000018/02_1_front.jpg,1,1,36,47,202,218
91,img/WOMEN/Sweaters/id_00000018/02_3_back.jpg,1,3,64,40,186,253
92,img/WOMEN/Sweaters/id_00000018/02_7_additional.jpg,1,5,105,50,161,240
93,img/WOMEN/Graphic_Tees/id_00000019/01_1_front.jpg,1,1,80,50,201,233
94,img/WOMEN/Graphic_Tees/id_00000019/01_2_side.jpg,1,2,104,46,157,247
95,img/WOMEN/Graphic_Tees/id_00000019/01_4_full.jpg,1,4,95,41,160,125
96,img/WOMEN/Graphic_Tees/id_00000019/01_7_additional.jpg,1,5,97,43,189,229
97,img/WOMEN/Tees_Tanks/id_00000020/04_1_front.jpg,1,1,65,56,214,176
98,img/WOMEN/Tees_Tanks/id_00000020/04_2_side.jpg,1,2,86,72,142,221
99,img/WOMEN/Tees_Tanks/id_00000020/04_3_back.jpg,1,3,27,66,230,233
100,img/WOMEN/Tees_Tanks/id_00000020/04_7_additional.jpg,1,5,96,43,178,106
101,img/WOMEN/Tees_Tanks/id_00000020/05_1_front.jpg,1,1,69,62,207,180
102,img/WOMEN/Tees_Tanks/id_00000020/05_2_side.jpg,1,2,70,59,161,171
103,img/WOMEN/Tees_Tanks/id_00000020/05_3_back.jpg,1,3,45,63,225,213
104,img/WOMEN/Tees_Tanks/id_00000020/05_7_additional.jpg,1,5,87,42,166,106
105,img/WOMEN/Tees_Tanks/id_00000020/06_1_front.jpg,1,1,64,57,206,180
106,img/WOMEN/Tees_Tanks/id_00000020/06_3_back.jpg,1,3,60,58,234,205
107,img/WOMEN/Tees_Tanks/id_00000020/06_4_full.jpg,1,4,111,45,191,109
108,img/WOMEN/Tees_Tanks/id_00000020/06_7_additional.jpg,1,5,70,60,171,179
109,img/WOMEN/Dresses/id_00000021/04_1_front.jpg,3,1,83,30,167,256
110,img/WOMEN/Dresses/id_00000021/04_2_side.jpg,3,2,116,23,154,256
111,img/WOMEN/Dresses/id_00000021/04_3_back.jpg,3,3,103,28,189,256
112,img/WOMEN/Dresses/id_00000021/04_7_additional.jpg,3,5,1,38,256,256
113,img/WOMEN/Dresses/id_00000021/05_1_front.jpg,3,1,90,30,179,256
114,img/WOMEN/Dresses/id_00000021/05_2_side.jpg,3,2,112,23,142,256
115,img/WOMEN/Dresses/id_00000021/05_7_additional.jpg,3,5,85,25,181,256
116,img/WOMEN/Dresses/id_00000021/06_1_front.jpg,3,1,85,25,170,256
117,img/WOMEN/Dresses/id_00000021/06_2_side.jpg,3,2,106,22,150,256
118,img/WOMEN/Dresses/id_00000021/06_7_additional.jpg,3,5,102,25,166,256
119,img/WOMEN/Shorts/id_00000022/02_1_front.jpg,2,1,77,163,190,224
120,img/WOMEN/Shorts/id_00000022/02_2_side.jpg,2,2,45,38,220,194
121,img/WOMEN/Shorts/id_00000022/02_3_back.jpg,2,3,27,39,235,193
122,img/WOMEN/Shorts/id_00000022/02_4_full.jpg,2,4,92,107,171,147
123,img/WOMEN/Shorts/id_00000022/02_7_additional.jpg,2,5,31,44,230,191
124,img/WOMEN/Dresses/id_00000023/01_1_front.jpg,3,1,71,39,178,256
125,img/WOMEN/Dresses/id_00000023/01_2_side.jpg,3,2,97,34,168,255
126,img/WOMEN/Dresses/id_00000023/01_3_back.jpg,3,3,70,40,188,256
127,img/WOMEN/Dresses/id_00000023/01_4_full.jpg,3,4,88,32,165,161
128,img/WOMEN/Blouses_Shirts/id_00000024/04_1_front.jpg,1,1,52,41,204,215
129,img/WOMEN/Blouses_Shirts/id_00000024/04_2_side.jpg,1,2,73,39,158,244
130,img/WOMEN/Blouses_Shirts/id_00000024/04_3_back.jpg,1,3,88,37,188,236
131,img/WOMEN/Blouses_Shirts/id_00000024/04_4_full.jpg,1,4,81,27,173,133
132,img/WOMEN/Blouses_Shirts/id_00000025/05_1_front.jpg,1,1,62,54,196,232
133,img/WOMEN/Blouses_Shirts/id_00000025/05_2_side.jpg,1,2,109,52,151,223
134,img/WOMEN/Blouses_Shirts/id_00000025/05_3_back.jpg,1,3,97,32,167,126
135,img/WOMEN/Blouses_Shirts/id_00000025/05_4_full.jpg,1,4,96,46,148,232
136,img/WOMEN/Tees_Tanks/id_00000026/05_1_front.jpg,1,1,61,55,206,222
137,img/WOMEN/Tees_Tanks/id_00000026/05_2_side.jpg,1,2,88,60,134,239
138,img/WOMEN/Tees_Tanks/id_00000026/05_3_back.jpg,1,3,49,61,195,244
139,img/WOMEN/Tees_Tanks/id_00000026/05_7_additional.jpg,1,5,70,35,149,131
140,img/WOMEN/Tees_Tanks/id_00000026/06_1_front.jpg,1,1,54,50,191,233
141,img/WOMEN/Tees_Tanks/id_00000026/06_2_side.jpg,1,2,86,48,157,237
142,img/WOMEN/Tees_Tanks/id_00000026/06_4_full.jpg,1,4,80,35,158,133
143,img/WOMEN/Tees_Tanks/id_00000026/06_7_additional.jpg,1,5,58,60,204,244
144,img/WOMEN/Tees_Tanks/id_00000026/07_1_front.jpg,1,1,55,57,187,232
145,img/WOMEN/Tees_Tanks/id_00000026/07_3_back.jpg,1,3,52,60,202,250
146,img/WOMEN/Tees_Tanks/id_00000026/07_4_full.jpg,1,4,75,40,145,137
147,img/WOMEN/Tees_Tanks/id_00000026/07_7_additional.jpg,1,5,84,72,198,202
148,img/WOMEN/Tees_Tanks/id_00000026/09_1_front.jpg,1,1,65,57,181,240
149,img/WOMEN/Tees_Tanks/id_00000026/09_2_side.jpg,1,2,68,49,205,234
150,img/WOMEN/Tees_Tanks/id_00000026/09_4_full.jpg,1,4,89,43,163,148
151,img/WOMEN/Tees_Tanks/id_00000026/09_7_additional.jpg,1,5,73,74,188,198
152,img/WOMEN/Dresses/id_00000027/01_1_front.jpg,3,1,114,41,196,155
153,img/WOMEN/Dresses/id_00000027/01_2_side.jpg,3,2,78,41,203,256
154,img/WOMEN/Dresses/id_00000027/01_3_back.jpg,3,3,55,46,192,243
155,img/WOMEN/Dresses/id_00000027/01_4_full.jpg,3,4,58,50,192,252
156,img/WOMEN/Dresses/id_00000027/01_7_additional.jpg,3,5,1,1,256,256
157,img/WOMEN/Dresses/id_00000027/02_1_front.jpg,3,1,118,38,191,156
158,img/WOMEN/Dresses/id_00000027/02_2_side.jpg,3,2,90,46,174,248
159,img/WOMEN/Dresses/id_00000027/02_3_back.jpg,3,3,70,36,206,256
160,img/WOMEN/Dresses/id_00000027/02_4_full.jpg,3,4,58,52,202,256
161,img/WOMEN/Dresses/id_00000027/02_7_additional.jpg,3,5,1,1,256,256
162,img/WOMEN/Blouses_Shirts/id_00000028/01_1_front.jpg,1,1,78,57,176,199
163,img/WOMEN/Blouses_Shirts/id_00000028/01_2_side.jpg,1,2,90,49,156,193
164,img/WOMEN/Blouses_Shirts/id_00000028/01_3_back.jpg,1,3,69,64,182,231
165,img/WOMEN/Blouses_Shirts/id_00000028/01_7_additional.jpg,1,5,95,40,148,115
166,img/WOMEN/Pants/id_00000029/04_1_front.jpg,2,1,79,93,138,242
167,img/WOMEN/Pants/id_00000029/04_2_side.jpg,2,2,108,1,152,247
168,img/WOMEN/Pants/id_00000029/04_3_back.jpg,2,3,99,1,178,246
169,img/WOMEN/Pants/id_00000029/04_7_additional.jpg,2,5,86,1,178,235
170,img/WOMEN/Pants/id_00000029/06_1_front.jpg,2,1,66,98,136,247
171,img/WOMEN/Pants/id_00000029/06_2_side.jpg,2,2,131,1,184,246
172,img/WOMEN/Pants/id_00000029/06_3_back.jpg,2,3,88,1,173,251
173,img/WOMEN/Pants/id_00000029/06_7_additional.jpg,2,5,91,2,175,240
174,img/WOMEN/Tees_Tanks/id_00000030/03_1_front.jpg,1,1,109,45,165,117
175,img/WOMEN/Tees_Tanks/id_00000030/03_2_side.jpg,1,2,78,71,172,256
176,img/WOMEN/Tees_Tanks/id_00000030/03_3_back.jpg,1,3,62,54,184,240
177,img/WOMEN/Tees_Tanks/id_00000030/03_7_additional.jpg,1,5,73,63,173,236
178,img/WOMEN/Tees_Tanks/id_00000030/04_1_front.jpg,1,1,78,61,181,236
179,img/WOMEN/Tees_Tanks/id_00000030/04_2_side.jpg,1,2,83,56,157,234
180,img/WOMEN/Tees_Tanks/id_00000030/04_3_back.jpg,1,3,56,60,192,253
181,img/WOMEN/Tees_Tanks/id_00000030/04_7_additional.jpg,1,5,107,41,171,118
182,img/WOMEN/Blouses_Shirts/id_00000031/02_1_front.jpg,1,1,62,55,200,220
183,img/WOMEN/Blouses_Shirts/id_00000031/02_2_side.jpg,1,2,110,58,140,218
184,img/WOMEN/Blouses_Shirts/id_00000031/02_3_back.jpg,1,3,55,51,207,220
185,img/WOMEN/Blouses_Shirts/id_00000031/02_4_full.jpg,1,4,89,34,171,130
186,img/WOMEN/Blouses_Shirts/id_00000031/02_7_additional.jpg,1,5,74,47,177,222
187,img/WOMEN/Tees_Tanks/id_00000032/03_1_front.jpg,1,1,72,54,188,153
188,img/WOMEN/Tees_Tanks/id_00000032/03_2_side.jpg,1,2,75,56,184,154
189,img/WOMEN/Tees_Tanks/id_00000032/03_3_back.jpg,1,3,74,53,202,161
190,img/WOMEN/Tees_Tanks/id_00000032/04_1_front.jpg,1,1,69,53,184,155
191,img/WOMEN/Tees_Tanks/id_00000032/04_2_side.jpg,1,2,90,57,175,157
192,img/WOMEN/Tees_Tanks/id_00000032/04_3_back.jpg,1,3,87,47,190,172
193,img/WOMEN/Rompers_Jumpsuits/id_00000033/02_1_front.jpg,3,1,107,46,186,253
194,img/WOMEN/Rompers_Jumpsuits/id_00000033/02_2_side.jpg,3,2,112,46,142,255
195,img/WOMEN/Rompers_Jumpsuits/id_00000033/02_3_back.jpg,3,3,105,48,169,249
196,img/WOMEN/Rompers_Jumpsuits/id_00000033/02_7_additional.jpg,3,5,1,1,256,256
197,img/WOMEN/Rompers_Jumpsuits/id_00000033/04_1_front.jpg,3,1,105,48,165,247
198,img/WOMEN/Rompers_Jumpsuits/id_00000033/04_2_side.jpg,3,2,114,43,143,250
199,img/WOMEN/Rompers_Jumpsuits/id_00000033/04_3_back.jpg,3,3,88,46,159,250
200,img/WOMEN/Rompers_Jumpsuits/id_00000033/04_7_additional.jpg,3,5,1,4,256,256
201,img/WOMEN/Rompers_Jumpsuits/id_00000033/05_1_front.jpg,3,1,81,44,170,248
202,img/WOMEN/Rompers_Jumpsuits/id_00000033/05_2_side.jpg,3,2,110,46,134,251
203,img/WOMEN/Rompers_Jumpsuits/id_00000033/05_3_back.jpg,3,3,97,52,156,245
204,img/WOMEN/Rompers_Jumpsuits/id_00000033/05_7_additional.jpg,3,5,1,1,256,256
205,img/WOMEN/Dresses/id_00000034/02_1_front.jpg,3,1,100,23,164,256
206,img/WOMEN/Dresses/id_00000034/02_2_side.jpg,3,2,85,28,164,256
207,img/WOMEN/Dresses/id_00000034/02_3_back.jpg,3,3,1,1,256,256
208,img/WOMEN/Dresses/id_00000034/02_7_additional.jpg,3,5,86,28,139,256
209,img/WOMEN/Dresses/id_00000035/03_1_front.jpg,3,1,76,36,189,237
210,img/WOMEN/Dresses/id_00000035/03_2_side.jpg,3,2,103,40,162,256
211,img/WOMEN/Dresses/id_00000035/03_4_full.jpg,3,4,106,27,142,158
212,img/WOMEN/Dresses/id_00000035/03_7_additional.jpg,3,5,81,45,199,234
213,img/WOMEN/Dresses/id_00000035/04_1_front.jpg,3,1,86,33,174,155
214,img/WOMEN/Dresses/id_00000035/04_2_side.jpg,3,2,100,39,156,256
215,img/WOMEN/Dresses/id_00000035/04_7_additional.jpg,3,5,75,36,176,243
216,img/WOMEN/Dresses/id_00000035/05_1_front.jpg,3,1,103,27,168,156
217,img/WOMEN/Dresses/id_00000035/05_2_side.jpg,3,2,97,38,189,256
218,img/WOMEN/Dresses/id_00000035/05_3_back.jpg,3,3,79,40,189,256
219,img/WOMEN/Dresses/id_00000035/05_7_additional.jpg,3,5,78,41,203,252
220,img/WOMEN/Cardigans/id_00000036/02_1_front.jpg,1,1,56,45,187,256
221,img/WOMEN/Cardigans/id_00000036/02_2_side.jpg,1,2,70,54,155,220
222,img/WOMEN/Cardigans/id_00000036/02_3_back.jpg,1,3,54,42,217,225
223,img/WOMEN/Cardigans/id_00000036/02_7_additional.jpg,1,5,103,38,162,144
224,img/WOMEN/Dresses/id_00000037/02_1_front.jpg,3,1,90,30,148,243
225,img/WOMEN/Dresses/id_00000037/02_2_side.jpg,3,2,130,18,171,241
226,img/WOMEN/Dresses/id_00000037/02_3_back.jpg,3,3,102,15,162,242
227,img/WOMEN/Dresses/id_00000037/02_7_additional.jpg,3,5,105,28,176,247
228,img/WOMEN/Blouses_Shirts/id_00000038/01_1_front.jpg,1,1,76,30,186,256
229,img/WOMEN/Blouses_Shirts/id_00000038/01_2_side.jpg,1,2,83,40,168,245
230,img/WOMEN/Blouses_Shirts/id_00000038/01_4_full.jpg,1,4,77,42,173,134
231,img/WOMEN/Blouses_Shirts/id_00000038/01_7_additional.jpg,1,5,19,38,221,189
232,img/WOMEN/Sweaters/id_00000039/03_1_front.jpg,1,1,62,61,189,250
233,img/WOMEN/Sweaters/id_00000039/03_2_side.jpg,1,2,79,46,181,236
234,img/WOMEN/Sweaters/id_00000039/03_7_additional.jpg,1,5,71,50,199,237
235,img/WOMEN/Sweaters/id_00000039/04_1_front.jpg,1,1,49,49,181,244
236,img/WOMEN/Sweaters/id_00000039/04_2_side.jpg,1,2,98,55,150,226
237,img/WOMEN/Sweaters/id_00000039/04_7_additional.jpg,1,5,47,47,201,237
238,img/WOMEN/Blouses_Shirts/id_00000040/03_1_front.jpg,1,1,91,46,183,207
239,img/WOMEN/Blouses_Shirts/id_00000040/03_3_back.jpg,1,3,58,40,219,238
240,img/WOMEN/Blouses_Shirts/id_00000040/03_4_full.jpg,1,4,79,39,174,125
241,img/WOMEN/Blouses_Shirts/id_00000040/03_7_additional.jpg,1,5,62,50,211,213
242,img/WOMEN/Dresses/id_00000041/03_1_front.jpg,3,1,81,28,146,237
243,img/WOMEN/Dresses/id_00000041/03_2_side.jpg,3,2,77,1,179,232
244,img/WOMEN/Dresses/id_00000041/03_7_additional.jpg,3,5,119,25,189,245
245,img/WOMEN/Dresses/id_00000042/02_1_front.jpg,3,1,69,43,190,244
246,img/WOMEN/Dresses/id_00000042/02_2_side.jpg,3,2,105,40,172,247
247,img/WOMEN/Dresses/id_00000042/02_3_back.jpg,3,3,70,35,195,252
248,img/WOMEN/Dresses/id_00000042/02_4_full.jpg,3,4,109,31,159,156
249,img/WOMEN/Dresses/id_00000042/02_7_additional.jpg,3,5,1,1,256,256
250,img/WOMEN/Blouses_Shirts/id_00000043/01_1_front.jpg,1,1,86,43,207,244
251,img/WOMEN/Blouses_Shirts/id_00000043/01_2_side.jpg,1,2,90,41,214,235
252,img/WOMEN/Blouses_Shirts/id_00000043/01_7_additional.jpg,1,5,90,49,113,235
253,img/WOMEN/Graphic_Tees/id_00000044/01_1_front.jpg,1,1,95,60,211,211
254,img/WOMEN/Graphic_Tees/id_00000044/01_2_side.jpg,1,2,127,56,175,252
255,img/WOMEN/Graphic_Tees/id_00000044/01_3_back.jpg,1,3,68,60,192,232
256,img/WOMEN/Graphic_Tees/id_00000044/01_4_full.jpg,1,4,132,41,194,113
257,img/WOMEN/Graphic_Tees/id_00000044/01_6_flat.jpg,1,6,33,22,226,233
258,img/MEN/Tees_Tanks/id_00000045/01_1_front.jpg,1,1,110,36,188,142
259,img/MEN/Tees_Tanks/id_00000045/01_2_side.jpg,1,2,136,46,155,229
260,img/MEN/Tees_Tanks/id_00000045/01_3_back.jpg,1,3,64,37,232,233
261,img/MEN/Tees_Tanks/id_00000045/01_4_full.jpg,1,4,53,42,213,220
262,img/MEN/Tees_Tanks/id_00000045/01_7_additional.jpg,1,5,1,22,256,256
263,img/WOMEN/Graphic_Tees/id_00000046/01_1_front.jpg,1,1,66,50,208,243
264,img/WOMEN/Graphic_Tees/id_00000046/01_2_side.jpg,1,2,86,47,184,226
265,img/WOMEN/Graphic_Tees/id_00000046/01_3_back.jpg,1,3,67,46,203,240
266,img/WOMEN/Graphic_Tees/id_00000046/01_7_additional.jpg,1,5,92,35,150,141
267,img/WOMEN/Dresses/id_00000047/01_1_front.jpg,3,1,80,53,217,255
268,img/WOMEN/Dresses/id_00000047/01_2_side.jpg,3,2,1,39,256,256
269,img/WOMEN/Dresses/id_00000047/01_3_back.jpg,3,3,71,13,213,256
270,img/WOMEN/Dresses/id_00000047/01_4_full.jpg,3,4,76,45,154,169
271,img/WOMEN/Dresses/id_00000047/01_7_additional.jpg,3,5,1,29,256,256
272,img/WOMEN/Tees_Tanks/id_00000048/01_1_front.jpg,1,1,114,47,176,230
273,img/WOMEN/Tees_Tanks/id_00000048/01_2_side.jpg,1,2,93,48,171,233
274,img/WOMEN/Tees_Tanks/id_00000048/01_3_back.jpg,1,3,70,51,194,235
275,img/WOMEN/Tees_Tanks/id_00000048/01_4_full.jpg,1,4,113,35,179,134
276,img/WOMEN/Tees_Tanks/id_00000048/01_7_additional.jpg,1,5,83,56,185,218
277,img/WOMEN/Tees_Tanks/id_00000048/02_1_front.jpg,1,1,94,47,194,243
278,img/WOMEN/Tees_Tanks/id_00000048/02_2_side.jpg,1,2,93,52,164,214
279,img/WOMEN/Tees_Tanks/id_00000048/02_3_back.jpg,1,3,75,44,189,219
280,img/WOMEN/Tees_Tanks/id_00000048/02_4_full.jpg,1,4,86,35,146,129
281,img/WOMEN/Tees_Tanks/id_00000048/02_7_additional.jpg,1,5,78,51,184,212
282,img/MEN/Sweaters/id_00000049/01_1_front.jpg,1,1,79,31,173,136
283,img/MEN/Sweaters/id_00000049/01_2_side.jpg,1,2,117,39,134,226
284,img/MEN/Sweaters/id_00000049/01_3_back.jpg,1,3,36,29,223,240
285,img/MEN/Sweaters/id_00000049/01_6_flat.jpg,1,6,29,38,231,207
286,img/MEN/Sweaters/id_00000049/01_7_additional.jpg,1,5,1,5,256,256
287,img/WOMEN/Rompers_Jumpsuits/id_00000050/02_1_front.jpg,3,1,94,28,164,256
288,img/WOMEN/Rompers_Jumpsuits/id_00000050/02_2_side.jpg,3,2,1,27,256,256
289,img/WOMEN/Rompers_Jumpsuits/id_00000050/02_3_back.jpg,3,3,90,24,175,256
290,img/WOMEN/Rompers_Jumpsuits/id_00000050/02_7_additional.jpg,3,5,1,22,256,256
291,img/WOMEN/Rompers_Jumpsuits/id_00000050/03_1_front.jpg,3,1,111,26,206,256
292,img/WOMEN/Rompers_Jumpsuits/id_00000050/03_3_back.jpg,3,3,83,26,165,256
293,img/WOMEN/Rompers_Jumpsuits/id_00000050/03_7_additional.jpg,3,5,135,18,165,256
294,img/MEN/Sweatshirts_Hoodies/id_00000051/01_1_front.jpg,1,1,54,69,204,243
295,img/MEN/Sweatshirts_Hoodies/id_00000051/01_2_side.jpg,1,2,95,60,150,250
296,img/MEN/Sweatshirts_Hoodies/id_00000051/01_3_back.jpg,1,3,59,53,195,255
297,img/MEN/Sweatshirts_Hoodies/id_00000051/01_4_full.jpg,1,4,89,38,178,144
298,img/MEN/Sweatshirts_Hoodies/id_00000051/01_7_additional.jpg,1,5,1,31,256,256
