image_path,x_tl,y_tl,xbr,ybr
img/WOMEN/Tees_Tanks/id_00000032/03_1_front.jpg,72,54,188,153
img/WOMEN/Tees_Tanks/id_00000032/03_2_side.jpg,75,56,184,154
img/WOMEN/Tees_Tanks/id_00000032/03_3_back.jpg,74,53,202,161
img/WOMEN/Tees_Tanks/id_00000032/04_1_front.jpg,69,53,184,155
img/WOMEN/Tees_Tanks/id_00000032/04_2_side.jpg,90,57,175,157
img/WOMEN/Tees_Tanks/id_00000032/04_3_back.jpg,87,47,190,172
img/WOMEN/Rompers_Jumpsuits/id_00000033/02_1_front.jpg,107,46,186,253
img/WOMEN/Rompers_Jumpsuits/id_00000033/02_2_side.jpg,112,46,142,255
img/WOMEN/Rompers_Jumpsuits/id_00000033/02_3_back.jpg,105,48,169,249
img/WOMEN/Rompers_Jumpsuits/id_00000033/02_7_additional.jpg,1,1,256,256
img/WOMEN/Rompers_Jumpsuits/id_00000033/04_1_front.jpg,105,48,165,247
img/WOMEN/Rompers_Jumpsuits/id_00000033/04_2_side.jpg,114,43,143,250
img/WOMEN/Rompers_Jumpsuits/id_00000033/04_3_back.jpg,88,46,159,250
img/WOMEN/Rompers_Jumpsuits/id_00000033/04_7_additional.jpg,1,4,256,256
img/WOMEN/Rompers_Jumpsuits/id_00000033/05_1_front.jpg,81,44,170,248
img/WOMEN/Rompers_Jumpsuits/id_00000033/05_2_side.jpg,110,46,134,251
img/WOMEN/Rompers_Jumpsuits/id_00000033/05_3_back.jpg,97,52,156,245
img/WOMEN/Rompers_Jumpsuits/id_00000033/05_7_additional.jpg,1,1,256,256
img/WOMEN/Dresses/id_00000034/02_1_front.jpg,100,23,164,256
img/WOMEN/Dresses/id_00000034/02_2_side.jpg,85,28,164,256
img/WOMEN/Dresses/id_00000034/02_3_back.jpg,1,1,256,256
img/WOMEN/Dresses/id_00000034/02_7_additional.jpg,86,28,139,256
img/WOMEN/Dresses/id_00000035/03_1_front.jpg,76,36,189,237
img/WOMEN/Dresses/id_00000035/03_2_side.jpg,103,40,162,256
img/WOMEN/Dresses/id_00000035/03_4_full.jpg,106,27,142,158
img/WOMEN/Dresses/id_00000035/03_7_additional.jpg,81,45,199,234
img/WOMEN/Dresses/id_00000035/04_1_front.jpg,86,33,174,155
img/WOMEN/Dresses/id_00000035/04_2_side.jpg,100,39,156,256
img/WOMEN/Dresses/id_00000035/04_7_additional.jpg,75,36,176,243
img/WOMEN/Dresses/id_00000035/05_1_front.jpg,103,27,168,156
img/WOMEN/Dresses/id_00000035/05_2_side.jpg,97,38,189,256
img/WOMEN/Dresses/id_00000035/05_3_back.jpg,79,40,189,256
img/WOMEN/Dresses/id_00000035/05_7_additional.jpg,78,41,203,252
img/WOMEN/Cardigans/id_00000036/02_1_front.jpg,56,45,187,256
img/WOMEN/Cardigans/id_00000036/02_2_side.jpg,70,54,155,220
img/WOMEN/Cardigans/id_00000036/02_3_back.jpg,54,42,217,225
img/WOMEN/Cardigans/id_00000036/02_7_additional.jpg,103,38,162,144
img/WOMEN/Dresses/id_00000037/02_1_front.jpg,90,30,148,243
img/WOMEN/Dresses/id_00000037/02_2_side.jpg,130,18,171,241
img/WOMEN/Dresses/id_00000037/02_3_back.jpg,102,15,162,242
img/WOMEN/Dresses/id_00000037/02_7_additional.jpg,105,28,176,247
img/WOMEN/Blouses_Shirts/id_00000038/01_1_front.jpg,76,30,186,256
img/WOMEN/Blouses_Shirts/id_00000038/01_2_side.jpg,83,40,168,245
img/WOMEN/Blouses_Shirts/id_00000038/01_4_full.jpg,77,42,173,134
img/WOMEN/Blouses_Shirts/id_00000038/01_7_additional.jpg,19,38,221,189
img/WOMEN/Sweaters/id_00000039/03_1_front.jpg,62,61,189,250
img/WOMEN/Sweaters/id_00000039/03_2_side.jpg,79,46,181,236
img/WOMEN/Sweaters/id_00000039/03_7_additional.jpg,71,50,199,237
img/WOMEN/Sweaters/id_00000039/04_1_front.jpg,49,49,181,244
img/WOMEN/Sweaters/id_00000039/04_2_side.jpg,98,55,150,226
img/WOMEN/Sweaters/id_00000039/04_7_additional.jpg,47,47,201,237
img/WOMEN/Blouses_Shirts/id_00000040/03_1_front.jpg,91,46,183,207
img/WOMEN/Blouses_Shirts/id_00000040/03_3_back.jpg,58,40,219,238
img/WOMEN/Blouses_Shirts/id_00000040/03_4_full.jpg,79,39,174,125
img/WOMEN/Blouses_Shirts/id_00000040/03_7_additional.jpg,62,50,211,213
img/WOMEN/Dresses/id_00000041/03_1_front.jpg,81,28,146,237
img/WOMEN/Dresses/id_00000041/03_2_side.jpg,77,1,179,232
img/WOMEN/Dresses/id_00000041/03_7_additional.jpg,119,25,189,245
img/WOMEN/Dresses/id_00000042/02_1_front.jpg,69,43,190,244
img/WOMEN/Dresses/id_00000042/02_2_side.jpg,105,40,172,247
img/WOMEN/Dresses/id_00000042/02_3_back.jpg,70,35,195,252
img/WOMEN/Dresses/id_00000042/02_4_full.jpg,109,31,159,156
img/WOMEN/Dresses/id_00000042/02_7_additional.jpg,1,1,256,256
img/WOMEN/Blouses_Shirts/id_00000043/01_1_front.jpg,86,43,207,244
img/WOMEN/Blouses_Shirts/id_00000043/01_2_side.jpg,90,41,214,235
img/WOMEN/Blouses_Shirts/id_00000043/01_7_additional.jpg,90,49,113,235
img/WOMEN/Graphic_Tees/id_00000044/01_1_front.jpg,95,60,211,211
img/WOMEN/Graphic_Tees/id_00000044/01_2_side.jpg,127,56,175,252
img/WOMEN/Graphic_Tees/id_00000044/01_3_back.jpg,68,60,192,232
img/WOMEN/Graphic_Tees/id_00000044/01_4_full.jpg,132,41,194,113
img/WOMEN/Graphic_Tees/id_00000044/01_6_flat.jpg,33,22,226,233
img/MEN/Tees_Tanks/id_00000045/01_1_front.jpg,110,36,188,142
img/MEN/Tees_Tanks/id_00000045/01_2_side.jpg,136,46,155,229
img/MEN/Tees_Tanks/id_00000045/01_3_back.jpg,64,37,232,233
img/MEN/Tees_Tanks/id_00000045/01_4_full.jpg,53,42,213,220
img/MEN/Tees_Tanks/id_00000045/01_7_additional.jpg,1,22,256,256
img/WOMEN/Graphic_Tees/id_00000046/01_1_front.jpg,66,50,208,243
img/WOMEN/Graphic_Tees/id_00000046/01_2_side.jpg,86,47,184,226
img/WOMEN/Graphic_Tees/id_00000046/01_3_back.jpg,67,46,203,240
img/WOMEN/Graphic_Tees/id_00000046/01_7_additional.jpg,92,35,150,141
img/WOMEN/Dresses/id_00000047/01_1_front.jpg,80,53,217,255
img/WOMEN/Dresses/id_00000047/01_2_side.jpg,1,39,256,256
img/WOMEN/Dresses/id_00000047/01_3_back.jpg,71,13,213,256
img/WOMEN/Dresses/id_00000047/01_4_full.jpg,76,45,154,169
img/WOMEN/Dresses/id_00000047/01_7_additional.jpg,1,29,256,256
img/WOMEN/Tees_Tanks/id_00000048/01_1_front.jpg,114,47,176,230
img/WOMEN/Tees_Tanks/id_00000048/01_2_side.jpg,93,48,171,233
img/WOMEN/Tees_Tanks/id_00000048/01_3_back.jpg,70,51,194,235
img/WOMEN/Tees_Tanks/id_00000048/01_4_full.jpg,113,35,179,134
img/WOMEN/Tees_Tanks/id_00000048/01_7_additional.jpg,83,56,185,218
img/WOMEN/Tees_Tanks/id_00000048/02_1_front.jpg,94,47,194,243
img/WOMEN/Tees_Tanks/id_00000048/02_2_side.jpg,93,52,164,214
img/WOMEN/Tees_Tanks/id_00000048/02_3_back.jpg,75,44,189,219
img/WOMEN/Tees_Tanks/id_00000048/02_4_full.jpg,86,35,146,129
img/WOMEN/Tees_Tanks/id_00000048/02_7_additional.jpg,78,51,184,212
img/MEN/Sweaters/id_00000049/01_1_front.jpg,79,31,173,136
img/MEN/Sweaters/id_00000049/01_2_side.jpg,117,39,134,226
img/MEN/Sweaters/id_00000049/01_3_back.jpg,36,29,223,240
img/MEN/Sweaters/id_00000049/01_6_flat.jpg,29,38,231,207
img/MEN/Sweaters/id_00000049/01_7_additional.jpg,1,5,256,256
img/WOMEN/Rompers_Jumpsuits/id_00000050/02_1_front.jpg,94,28,164,256
img/WOMEN/Rompers_Jumpsuits/id_00000050/02_2_side.jpg,1,27,256,256
img/WOMEN/Rompers_Jumpsuits/id_00000050/02_3_back.jpg,90,24,175,256
img/WOMEN/Rompers_Jumpsuits/id_00000050/02_7_additional.jpg,1,22,256,256
img/WOMEN/Rompers_Jumpsuits/id_00000050/03_1_front.jpg,111,26,206,256
img/WOMEN/Rompers_Jumpsuits/id_00000050/03_3_back.jpg,83,26,165,256
img/WOMEN/Rompers_Jumpsuits/id_00000050/03_7_additional.jpg,135,18,165,256
img/MEN/Sweatshirts_Hoodies/id_00000051/01_1_front.jpg,54,69,204,243
img/MEN/Sweatshirts_Hoodies/id_00000051/01_2_side.jpg,95,60,150,250
img/MEN/Sweatshirts_Hoodies/id_00000051/01_3_back.jpg,59,53,195,255
img/MEN/Sweatshirts_Hoodies/id_00000051/01_4_full.jpg,89,38,178,144
img/MEN/Sweatshirts_Hoodies/id_00000051/01_7_additional.jpg,1,31,256,256
img/WOMEN/Pants/id_00000052/03_1_front.jpg,88,1,170,225
img/WOMEN/Pants/id_00000052/03_2_side.jpg,93,1,160,232
img/WOMEN/Pants/id_00000052/03_3_back.jpg,84,1,169,232
img/WOMEN/Pants/id_00000052/03_4_full.jpg,101,81,156,234
img/WOMEN/Pants/id_00000053/02_1_front.jpg,73,97,153,238
img/WOMEN/Pants/id_00000053/02_2_side.jpg,98,3,158,251
img/WOMEN/Pants/id_00000053/02_3_back.jpg,86,11,166,249
img/WOMEN/Pants/id_00000053/02_7_additional.jpg,90,13,176,245
img/WOMEN/Jackets_Coats/id_00000054/01_1_front.jpg,55,57,193,244
img/WOMEN/Jackets_Coats/id_00000054/01_2_side.jpg,96,57,154,250
img/WOMEN/Jackets_Coats/id_00000054/01_3_back.jpg,56,57,199,253
img/WOMEN/Jackets_Coats/id_00000054/01_7_additional.jpg,80,35,164,143
img/WOMEN/Denim/id_00000055/04_1_front.jpg,64,93,155,235
img/WOMEN/Denim/id_00000055/04_2_side.jpg,95,2,131,236
img/WOMEN/Denim/id_00000055/04_3_back.jpg,73,5,162,231
img/WOMEN/Denim/id_00000055/04_7_additional.jpg,82,6,196,227
img/MEN/Shorts/id_00000056/01_1_front.jpg,99,5,129,118
img/MEN/Shorts/id_00000056/01_2_side.jpg,75,4,182,112
img/MEN/Shorts/id_00000056/01_3_back.jpg,50,4,172,117
img/MEN/Shorts/id_00000056/01_4_full.jpg,86,145,187,250
img/MEN/Shorts/id_00000056/01_7_additional.jpg,93,100,163,166
img/WOMEN/Blouses_Shirts/id_00000057/02_1_front.jpg,72,57,193,218
img/WOMEN/Blouses_Shirts/id_00000057/02_2_side.jpg,75,60,176,215
img/WOMEN/Blouses_Shirts/id_00000057/02_3_back.jpg,53,52,197,224
img/WOMEN/Blouses_Shirts/id_00000057/02_4_full.jpg,85,35,186,132
img/WOMEN/Blouses_Shirts/id_00000057/03_1_front.jpg,61,55,203,216
img/WOMEN/Blouses_Shirts/id_00000057/03_2_side.jpg,74,56,174,216
img/WOMEN/Blouses_Shirts/id_00000057/03_3_back.jpg,65,47,203,225
img/WOMEN/Blouses_Shirts/id_00000057/03_4_full.jpg,90,37,169,134
img/WOMEN/Jackets_Coats/id_00000058/02_1_front.jpg,59,46,204,235
img/WOMEN/Jackets_Coats/id_00000058/02_2_side.jpg,58,47,172,216
img/WOMEN/Jackets_Coats/id_00000058/02_3_back.jpg,56,39,210,230
img/WOMEN/Jackets_Coats/id_00000058/02_4_full.jpg,87,33,172,135
img/WOMEN/Dresses/id_00000059/02_1_front.jpg,1,37,256,256
img/WOMEN/Dresses/id_00000059/02_2_side.jpg,105,37,163,198
img/WOMEN/Dresses/id_00000059/02_3_back.jpg,94,29,156,187
img/WOMEN/Dresses/id_00000059/02_7_additional.jpg,85,11,162,186
img/WOMEN/Tees_Tanks/id_00000060/05_1_front.jpg,80,53,190,206
img/WOMEN/Tees_Tanks/id_00000060/05_2_side.jpg,120,45,146,211
img/WOMEN/Tees_Tanks/id_00000060/05_3_back.jpg,68,50,195,215
img/WOMEN/Tees_Tanks/id_00000060/05_4_full.jpg,100,35,164,124
img/WOMEN/Tees_Tanks/id_00000060/06_1_front.jpg,74,53,194,204
img/WOMEN/Tees_Tanks/id_00000060/06_2_side.jpg,121,46,171,218
img/WOMEN/Tees_Tanks/id_00000060/06_3_back.jpg,71,47,195,212
img/WOMEN/Tees_Tanks/id_00000060/06_4_full.jpg,94,33,166,127
img/WOMEN/Tees_Tanks/id_00000061/04_1_front.jpg,52,58,204,209
img/WOMEN/Tees_Tanks/id_00000061/04_2_side.jpg,98,52,175,236
img/WOMEN/Tees_Tanks/id_00000061/04_3_back.jpg,93,46,153,228
img/WOMEN/Tees_Tanks/id_00000061/04_4_full.jpg,91,34,164,120
